nwords,num_trans,current_dly,span,end
128,8,0.0,138.0,1.3800000000000001e-06
128,8,0.0,136.0,2.74e-06
128,8,0.0,135.99999999999997,4.1e-06
128,8,0.0,136.00000000000006,5.46e-06
128,8,0.0,136.00000000000006,6.820000000000001e-06
128,8,0.0,136.00000000000006,8.180000000000001e-06
128,8,0.0,135.9999999999999,9.54e-06
128,8,0.0,135.9999999999999,1.0899999999999999e-05
