nwords,num_trans,current_dly,span,end
64,4,0.0,74.0,7.4e-07
64,4,0.0,72.0,1.46e-06
64,4,0.0,72.00000000000003,2.1800000000000003e-06
64,4,0.0,71.99999999999999,2.9e-06
64,4,0.0,71.99999999999999,3.62e-06
64,4,0.0,71.99999999999999,4.34e-06
64,4,0.0,71.99999999999999,5.06e-06
64,4,0.0,71.99999999999999,5.78e-06
