nwords,num_trans,span_rtl,span_pysim,current_dly,residual
64.0,4.0,83.0,71.99999999999999,0.0,11.000000000000014
128.0,8.0,151.0,136.00000000000003,0.0,14.999999999999972
256.0,16.0,287.0,271.0,0.0,16.0
