nwords,num_trans,current_dly,span,end
256,16,0.0,272.99999999999994,2.7299999999999997e-06
256,16,0.0,271.0,5.44e-06
256,16,0.0,271.0,8.15e-06
256,16,0.0,270.99999999999994,1.086e-05
256,16,0.0,270.99999999999994,1.3569999999999999e-05
256,16,0.0,271.0000000000001,1.628e-05
256,16,0.0,270.99999999999994,1.899e-05
256,16,0.0,270.99999999999994,2.17e-05
